,tier,blue_kill,blue_firstBlood,blue_gold,blue_towers,blue_firstTower,blue_firstDragon,first_dragon,blue_firstRiftHerald,gold_diff,rift_herald,dragons_count,fire_dragon,water_dragon,air_dragon,earth_dragon,blue_win
2230,GOLD,9,0,22261,0,1,1,FIRE_DRAGON,0,-723,0,2,1,0,1,0,0
2231,GOLD,13,1,27503,1,1,1,WATER_DRAGON,1,8166,1,1,0,1,0,0,1
2232,GOLD,10,0,22902,0,1,1,EARTH_DRAGON,1,360,1,1,0,0,0,1,1
2233,GOLD,4,1,21178,0,1,1,WATER_DRAGON,1,773,1,1,0,1,0,0,1
2234,GOLD,13,1,25448,1,1,0,,0,2708,0,0,0,0,0,0,0
2235,GOLD,7,1,22617,0,1,1,WATER_DRAGON,1,296,0,1,0,1,0,0,1
2236,GOLD,9,1,25536,1,1,0,,1,3188,1,0,0,0,0,0,1
2237,GOLD,12,0,24435,0,0,0,,1,-1862,0,0,0,0,0,0,0
2238,GOLD,12,0,24882,0,0,0,,0,-4035,0,1,1,0,0,0,0
2239,GOLD,2,0,18758,0,0,1,AIR_DRAGON,0,-7901,0,1,0,0,1,0,0
2240,GOLD,5,0,19664,0,0,0,,0,-8392,0,0,0,0,0,0,0
2241,GOLD,4,0,18065,0,0,0,,0,-15163,0,0,0,0,0,0,0
2242,GOLD,11,0,23664,0,1,0,,0,1702,0,0,0,0,0,0,1
2243,GOLD,16,1,25813,0,1,1,WATER_DRAGON,1,5034,0,1,0,1,0,0,1
2244,GOLD,19,1,26825,0,1,0,,1,3619,0,0,0,0,0,0,1
2245,GOLD,15,1,24839,0,0,1,EARTH_DRAGON,0,1912,0,1,0,0,0,1,1
2246,GOLD,6,1,23283,0,1,1,WATER_DRAGON,1,1894,1,1,0,1,0,0,1
2247,GOLD,16,1,27893,1,1,1,FIRE_DRAGON,1,3672,0,2,1,0,0,1,1
2248,GOLD,11,1,23166,0,1,1,FIRE_DRAGON,1,1193,0,1,1,0,0,0,1
2249,GOLD,9,0,23265,0,0,0,,0,183,0,0,0,0,0,0,1
2250,GOLD,7,1,24637,1,1,1,WATER_DRAGON,1,2800,1,2,0,1,1,0,0
2251,GOLD,17,1,28679,3,1,1,FIRE_DRAGON,1,7354,1,1,1,0,0,0,1
2252,GOLD,11,0,24011,0,0,1,EARTH_DRAGON,0,-2584,0,1,0,0,0,1,0
2253,GOLD,12,0,25709,0,0,0,,1,-2980,1,0,0,0,0,0,0
2254,GOLD,11,0,24435,1,1,0,,1,3663,1,0,0,0,0,0,1
2255,GOLD,11,1,24534,0,0,1,FIRE_DRAGON,0,-736,0,1,1,0,0,0,1
2256,GOLD,17,1,26860,1,1,1,WATER_DRAGON,1,6199,0,1,0,1,0,0,1
2257,GOLD,15,1,26099,1,1,1,FIRE_DRAGON,0,1790,0,1,1,0,0,0,0
2258,GOLD,7,1,20503,1,0,0,,1,-7388,1,0,0,0,0,0,0
2259,GOLD,8,0,22931,1,1,0,,1,-3381,1,0,0,0,0,0,0
2260,GOLD,18,1,27994,1,1,1,WATER_DRAGON,1,6062,1,1,0,1,0,0,1
2261,GOLD,10,1,25541,2,1,1,AIR_DRAGON,0,6700,0,2,0,0,1,1,1
2262,GOLD,3,0,19499,0,0,0,,0,-8683,0,0,0,0,0,0,0
2263,GOLD,8,1,23056,0,0,1,WATER_DRAGON,1,215,0,1,0,1,0,0,1
2264,GOLD,10,1,25490,1,1,1,FIRE_DRAGON,1,2577,1,1,1,0,0,0,1
2265,GOLD,9,0,21851,0,1,0,,0,-2011,0,0,0,0,0,0,0
2266,GOLD,20,0,27536,0,1,1,WATER_DRAGON,1,8660,1,1,0,1,0,0,1
2267,GOLD,16,1,27686,2,1,1,AIR_DRAGON,1,6987,1,1,0,0,1,0,1
2268,GOLD,15,1,25869,0,1,0,,0,3586,0,0,0,0,0,0,1
2269,GOLD,14,1,25947,1,1,1,AIR_DRAGON,1,3486,1,1,0,0,1,0,1
2270,GOLD,11,1,27016,2,1,1,WATER_DRAGON,1,4542,1,1,0,1,0,0,0
2271,GOLD,13,1,25211,0,0,0,,0,-1887,0,0,0,0,0,0,0
2272,GOLD,12,1,24628,0,1,1,WATER_DRAGON,1,2359,1,2,0,1,0,1,1
2273,GOLD,12,0,25723,1,1,1,FIRE_DRAGON,1,4312,1,1,1,0,0,0,1
2274,GOLD,12,1,20797,0,0,0,,0,-7454,0,0,0,0,0,0,0
2275,GOLD,9,0,21528,0,0,0,,0,-2738,0,0,0,0,0,0,0
2276,GOLD,9,0,23883,1,1,0,,0,-257,0,0,0,0,0,0,0
2277,GOLD,8,1,23426,0,1,1,AIR_DRAGON,0,2501,0,1,0,0,1,0,0
2278,GOLD,11,1,23835,0,0,1,AIR_DRAGON,0,-1204,0,2,1,0,1,0,0
2279,GOLD,8,1,23524,1,1,1,AIR_DRAGON,0,3359,0,1,0,0,1,0,1
2280,GOLD,8,1,23855,0,1,0,,1,1075,1,0,0,0,0,0,1
2281,GOLD,7,1,20995,0,0,0,,0,-5504,0,0,0,0,0,0,1
2282,GOLD,7,1,25590,1,1,1,WATER_DRAGON,1,3038,1,1,0,1,0,0,1
2283,GOLD,4,0,20778,0,0,0,,1,-5422,1,0,0,0,0,0,0
2284,GOLD,17,0,26315,0,1,0,,0,3750,0,0,0,0,0,0,0
2285,GOLD,9,0,23423,0,1,1,,0,2552,0,0,0,0,0,0,1
2286,GOLD,13,0,23678,0,0,0,,0,-1255,0,0,0,0,0,0,1
2287,GOLD,13,1,28570,2,1,1,FIRE_DRAGON,1,8541,1,2,1,1,0,0,1
2288,GOLD,8,0,22905,0,0,0,,1,-1967,1,0,0,0,0,0,0
2289,GOLD,16,0,26061,0,0,0,,0,-348,0,1,0,0,0,1,1
2290,GOLD,9,1,24953,1,1,0,,1,3878,0,1,0,0,0,1,1
2291,GOLD,9,0,22159,0,0,0,,1,-531,1,0,0,0,0,0,0
2292,GOLD,9,0,22486,0,1,1,AIR_DRAGON,1,-884,0,1,0,0,1,0,1
2293,GOLD,6,0,19731,0,0,1,EARTH_DRAGON,0,-6275,0,1,0,0,0,1,0
2294,GOLD,13,1,25092,0,1,1,AIR_DRAGON,1,2746,1,1,0,0,1,0,1
2295,GOLD,12,1,24743,1,1,0,,1,4323,1,1,0,0,0,1,1
2296,GOLD,9,0,23357,0,0,0,,0,-1589,0,0,0,0,0,0,0
2297,GOLD,10,0,23229,0,1,1,FIRE_DRAGON,1,1487,0,1,1,0,0,0,1
2298,GOLD,8,0,21107,0,0,0,,0,-7319,0,0,0,0,0,0,0
2299,GOLD,12,0,25742,1,1,1,WATER_DRAGON,1,4740,0,1,0,1,0,0,1
2300,GOLD,15,0,25688,0,1,1,,1,1105,0,0,0,0,0,0,1
2301,GOLD,10,1,23203,0,1,0,,0,393,0,1,0,0,1,0,0
2302,GOLD,22,1,29014,1,1,0,,1,3240,1,0,0,0,0,0,1
2303,GOLD,10,1,24160,0,1,1,EARTH_DRAGON,1,631,0,2,0,1,0,1,1
2304,GOLD,17,0,25822,0,1,1,AIR_DRAGON,1,2272,0,2,0,0,1,1,1
2305,GOLD,10,1,24159,1,1,1,AIR_DRAGON,1,1258,0,1,0,0,1,0,0
2306,GOLD,13,1,24241,0,0,0,,1,3616,0,0,0,0,0,0,1
2307,GOLD,17,0,26549,0,1,1,FIRE_DRAGON,0,-97,0,1,1,0,0,0,1
2308,GOLD,14,0,25254,0,1,1,AIR_DRAGON,1,1153,1,1,0,0,1,0,1
2309,GOLD,13,1,23716,0,0,1,FIRE_DRAGON,0,-1612,0,1,1,0,0,0,0
2310,GOLD,7,0,23891,1,0,0,,1,670,1,0,0,0,0,0,1
2311,GOLD,10,0,21779,0,0,0,,0,-5932,0,0,0,0,0,0,0
2312,GOLD,7,0,22456,0,0,1,EARTH_DRAGON,0,-682,0,1,0,0,0,1,1
2313,GOLD,13,0,24981,0,0,0,,0,-451,0,0,0,0,0,0,1
2314,GOLD,11,0,23835,0,0,1,FIRE_DRAGON,0,-1449,0,2,1,0,1,0,0
2315,GOLD,12,0,24043,0,1,0,,0,-948,0,0,0,0,0,0,0
2316,GOLD,5,0,21440,0,1,1,,1,-2095,1,0,0,0,0,0,1
2317,GOLD,9,1,24765,1,1,1,WATER_DRAGON,0,1442,0,1,0,1,0,0,0
2318,GOLD,13,0,24603,0,0,1,FIRE_DRAGON,0,-2698,0,1,1,0,0,0,0
2319,GOLD,13,0,26386,1,1,0,,1,2536,0,0,0,0,0,0,1
2320,GOLD,9,0,22876,0,0,1,EARTH_DRAGON,0,886,0,1,0,0,0,1,0
2321,GOLD,19,0,28143,1,1,1,EARTH_DRAGON,0,3535,0,1,0,0,0,1,0
2322,GOLD,13,1,24118,1,1,0,,1,1364,1,0,0,0,0,0,1
2323,GOLD,7,1,22314,0,0,0,,0,-1513,0,0,0,0,0,0,0
2324,GOLD,10,1,24051,1,1,0,,1,3882,1,0,0,0,0,0,1
2325,GOLD,1,1,5100,0,0,0,,0,780,0,0,0,0,0,0,1
2326,GOLD,3,0,20741,0,1,0,,0,-1251,0,0,0,0,0,0,0
2327,GOLD,14,0,23617,0,0,1,WATER_DRAGON,0,-1032,0,1,0,1,0,0,1
2328,GOLD,4,1,19176,0,0,0,,0,-6466,0,0,0,0,0,0,0
2329,GOLD,13,0,25426,0,0,0,,0,120,0,0,0,0,0,0,1
2330,GOLD,8,0,22679,0,0,0,,1,-1967,1,0,0,0,0,0,0
2331,GOLD,14,1,24396,0,1,1,EARTH_DRAGON,1,-1286,0,1,0,0,0,1,1
2332,GOLD,7,1,23164,0,0,1,WATER_DRAGON,1,1907,1,1,0,1,0,0,1
2333,GOLD,17,0,27595,2,1,1,WATER_DRAGON,1,5508,1,1,0,1,0,0,0
2334,GOLD,16,0,25623,0,0,1,FIRE_DRAGON,1,179,0,1,1,0,0,0,0
2335,GOLD,10,0,23463,0,1,1,FIRE_DRAGON,1,3200,1,1,1,0,0,0,1
2336,GOLD,11,1,23133,0,1,1,FIRE_DRAGON,0,-42,0,1,1,0,0,0,1
2337,GOLD,11,0,24433,0,0,0,,1,-3600,1,0,0,0,0,0,0
2338,GOLD,7,1,24462,1,1,0,,1,4593,1,0,0,0,0,0,1
2339,GOLD,10,0,22515,0,0,0,,0,-622,0,1,0,0,1,0,0
2340,GOLD,11,1,23667,1,0,0,,0,-62,0,1,0,0,1,0,1
2341,GOLD,11,0,24040,0,0,0,,0,-2273,0,0,0,0,0,0,1
2342,GOLD,11,0,22612,0,0,1,WATER_DRAGON,0,-103,0,1,0,1,0,0,1
2343,GOLD,11,1,23919,0,1,1,FIRE_DRAGON,1,-2134,0,1,1,0,0,0,1
2344,GOLD,15,1,27943,2,1,1,EARTH_DRAGON,1,7892,1,2,0,1,0,1,1
2345,GOLD,4,1,20783,0,0,0,,0,-492,0,0,0,0,0,0,1
2346,GOLD,8,1,24422,2,1,0,,1,3799,1,1,0,0,0,1,1
2347,GOLD,11,0,23936,0,0,1,,0,2567,0,0,0,0,0,0,0
2348,GOLD,8,0,22851,0,0,1,AIR_DRAGON,0,-1765,0,1,0,0,1,0,1
2349,GOLD,8,1,23266,0,0,0,,0,-1008,0,0,0,0,0,0,0
2350,GOLD,15,0,26958,1,1,0,,1,5896,1,0,0,0,0,0,1
2351,GOLD,10,1,21961,0,0,0,,0,-2413,0,0,0,0,0,0,0
2352,GOLD,5,1,22097,0,1,0,,0,-1370,0,0,0,0,0,0,0
2353,GOLD,12,0,22038,0,0,0,,0,-5318,0,0,0,0,0,0,0
2354,GOLD,15,0,24076,0,0,1,EARTH_DRAGON,0,-3239,0,2,1,0,0,1,1
2355,GOLD,14,1,26849,0,1,1,AIR_DRAGON,0,5503,0,1,0,0,1,0,0
2356,GOLD,5,1,21120,0,0,1,WATER_DRAGON,0,-3449,0,1,0,1,0,0,0
2357,GOLD,14,1,26347,2,1,1,EARTH_DRAGON,1,6470,1,1,0,0,0,1,1
2358,GOLD,18,1,25324,0,1,1,FIRE_DRAGON,1,3145,1,1,1,0,0,0,1
2359,GOLD,6,1,21524,0,0,1,AIR_DRAGON,0,467,0,1,0,0,1,0,1
2360,GOLD,9,1,22979,0,1,1,EARTH_DRAGON,0,-3978,0,1,0,0,0,1,0
2361,GOLD,7,1,21430,0,0,0,,0,-3096,0,0,0,0,0,0,0
2362,GOLD,8,0,22143,0,0,0,,0,-7952,0,0,0,0,0,0,0
2363,GOLD,7,1,20571,0,0,0,,0,-7195,0,0,0,0,0,0,0
2364,GOLD,10,0,22529,0,0,1,EARTH_DRAGON,0,-918,0,1,0,0,0,1,0
2365,GOLD,7,0,24271,1,1,1,WATER_DRAGON,1,947,1,1,0,1,0,0,1
2366,GOLD,15,0,26052,1,1,0,,0,1332,0,0,0,0,0,0,0
2367,GOLD,7,0,20329,0,0,0,,0,-8507,0,0,0,0,0,0,0
2368,GOLD,11,0,25000,1,1,0,,1,3991,0,1,0,0,0,1,1
2369,GOLD,8,1,22085,0,0,0,,1,-1065,0,0,0,0,0,0,1
2370,GOLD,3,1,17981,0,0,0,,1,-8569,1,0,0,0,0,0,0
2371,GOLD,8,1,21873,0,0,0,,0,-7047,0,0,0,0,0,0,0
2372,GOLD,18,1,26480,0,1,0,,1,4714,1,0,0,0,0,0,1
2373,GOLD,4,0,19919,0,0,1,AIR_DRAGON,0,-7052,0,2,0,0,1,1,0
2374,GOLD,3,0,19091,0,0,0,,0,-5036,0,0,0,0,0,0,0
2375,GOLD,5,0,20164,0,0,1,FIRE_DRAGON,1,-5725,0,1,1,0,0,0,0
2376,GOLD,9,0,24690,2,0,1,WATER_DRAGON,0,2056,0,1,0,1,0,0,1
2377,GOLD,11,1,22789,0,1,0,,1,-1748,1,1,0,0,1,0,1
2378,GOLD,7,0,23124,1,1,1,AIR_DRAGON,1,-702,1,1,0,0,1,0,0
2379,GOLD,3,0,21104,0,1,0,,0,-767,0,0,0,0,0,0,1
2380,GOLD,13,1,26412,0,0,0,,0,2897,0,0,0,0,0,0,1
2381,GOLD,9,0,23968,0,1,1,WATER_DRAGON,0,-1665,0,1,0,1,0,0,1
2382,GOLD,10,0,23199,0,1,0,,1,-1492,1,0,0,0,0,0,0
2383,GOLD,3,0,21088,0,1,0,,1,-2015,1,0,0,0,0,0,0
2384,GOLD,5,0,19617,0,0,0,,1,-9977,1,0,0,0,0,0,0
2385,GOLD,21,1,29718,2,1,1,WATER_DRAGON,1,11015,0,1,0,1,0,0,1
2386,GOLD,5,0,20832,0,0,0,,0,-6406,0,0,0,0,0,0,0
2387,GOLD,7,1,21480,0,0,0,,1,-1467,1,1,0,0,1,0,0
2388,GOLD,3,0,22431,0,0,1,AIR_DRAGON,1,-5308,1,1,0,0,1,0,0
2389,GOLD,14,0,27696,3,1,1,FIRE_DRAGON,1,8538,1,1,1,0,0,0,1
2390,GOLD,9,0,22632,0,0,1,EARTH_DRAGON,1,-1214,1,1,0,0,0,1,1
2391,GOLD,15,1,24639,0,1,1,WATER_DRAGON,0,-247,0,2,1,1,0,0,0
2392,GOLD,9,0,23750,1,0,0,,0,700,0,0,0,0,0,0,1
2393,GOLD,10,1,23134,0,1,1,EARTH_DRAGON,1,1137,0,2,0,0,1,1,1
2394,GOLD,8,0,21442,0,0,0,,1,-1910,0,0,0,0,0,0,1
2395,GOLD,10,1,23788,0,0,0,,0,-156,0,0,0,0,0,0,1
2396,GOLD,3,0,21108,0,0,0,,0,-6729,0,0,0,0,0,0,0
2397,GOLD,17,1,27532,0,1,1,AIR_DRAGON,1,5369,1,1,0,0,1,0,1
2398,GOLD,7,0,22146,0,0,0,,0,-7751,0,0,0,0,0,0,0
2399,GOLD,13,1,25333,2,0,1,EARTH_DRAGON,0,-3184,0,1,0,0,0,1,1
2400,GOLD,7,0,21649,0,0,0,,0,-4900,0,0,0,0,0,0,0
2401,GOLD,3,0,18138,0,0,0,,0,-7847,0,0,0,0,0,0,0
2402,GOLD,15,0,25706,1,0,1,FIRE_DRAGON,0,-10,0,1,1,0,0,0,1
2403,GOLD,4,0,19569,0,0,0,,0,-5768,0,0,0,0,0,0,0
2404,GOLD,8,1,23658,2,1,0,,1,1571,1,0,0,0,0,0,0
2405,GOLD,15,1,25514,0,0,1,WATER_DRAGON,0,2252,0,1,0,1,0,0,1
2406,GOLD,14,0,25932,1,1,0,,0,930,0,1,0,1,0,0,1
2407,GOLD,7,1,22261,0,1,0,,0,-1309,0,0,0,0,0,0,0
2408,GOLD,4,1,22369,1,1,0,,1,-1880,1,0,0,0,0,0,1
2409,GOLD,6,1,23096,0,0,1,EARTH_DRAGON,1,-468,1,2,1,0,0,1,0
2410,GOLD,19,0,29699,2,1,1,AIR_DRAGON,0,8580,0,1,0,0,1,0,1
2411,GOLD,15,0,26593,1,1,1,EARTH_DRAGON,0,2998,0,1,0,0,0,1,1
2412,GOLD,5,1,22748,1,1,1,AIR_DRAGON,0,-1103,0,2,1,0,1,0,1
2413,GOLD,11,0,22936,0,0,0,,0,-5104,0,0,0,0,0,0,0
2414,GOLD,8,0,22490,0,0,1,FIRE_DRAGON,0,-1667,0,1,1,0,0,0,1
2415,GOLD,12,0,27605,2,1,0,,1,6464,1,0,0,0,0,0,1
2416,GOLD,16,1,25690,1,1,1,AIR_DRAGON,1,3823,1,1,0,0,1,0,1
2417,GOLD,14,0,26587,1,1,0,,1,5660,0,0,0,0,0,0,1
2418,GOLD,4,1,20855,0,0,0,,0,-6134,0,0,0,0,0,0,0
2419,GOLD,2,0,17951,0,0,0,,0,-5496,0,0,0,0,0,0,0
2420,GOLD,13,1,24637,1,1,0,,1,-264,1,0,0,0,0,0,1
2421,GOLD,22,1,31238,2,1,0,,1,5953,1,0,0,0,0,0,1
2422,GOLD,10,1,21598,0,0,0,,0,-2720,0,1,0,0,0,1,0
2423,GOLD,8,0,22266,0,0,0,,0,-4853,0,0,0,0,0,0,0
2424,GOLD,3,0,21895,0,0,0,,0,-3086,0,0,0,0,0,0,0
2425,GOLD,6,0,20491,0,0,1,FIRE_DRAGON,1,-5903,1,1,1,0,0,0,0
2426,GOLD,6,0,21560,0,0,0,,0,-3448,0,0,0,0,0,0,0
2427,GOLD,11,0,24484,0,0,0,,0,-5988,0,0,0,0,0,0,0
2428,GOLD,8,1,22266,0,0,0,,0,-6890,0,0,0,0,0,0,0
2429,GOLD,10,1,24521,1,1,0,,0,980,0,1,0,1,0,0,1
2430,GOLD,19,1,29325,2,1,1,FIRE_DRAGON,1,6954,1,1,1,0,0,0,1
2431,GOLD,21,0,28712,1,1,0,,1,5440,1,0,0,0,0,0,1
2432,GOLD,19,1,26156,0,0,1,AIR_DRAGON,0,-3222,0,1,0,0,1,0,1
2433,GOLD,14,0,26658,1,1,0,,0,3323,0,1,1,0,0,0,1
2434,GOLD,10,0,23868,1,1,0,,1,-1422,0,0,0,0,0,0,0
2435,GOLD,14,1,27919,1,1,0,,1,2197,1,0,0,0,0,0,1
2436,GOLD,10,1,24717,1,1,0,,0,616,0,0,0,0,0,0,0
2437,GOLD,4,0,20303,0,0,0,,0,-4464,0,1,0,0,0,1,0
2438,GOLD,16,1,26220,0,1,1,EARTH_DRAGON,1,6973,1,1,0,0,0,1,1
2439,GOLD,14,1,25196,0,0,0,,0,-2553,0,0,0,0,0,0,0
2440,GOLD,14,1,23624,0,0,0,,1,288,1,0,0,0,0,0,1
2441,GOLD,11,0,24525,0,1,1,WATER_DRAGON,1,390,0,1,0,1,0,0,0
2442,GOLD,17,1,27527,1,1,1,WATER_DRAGON,1,6556,0,1,0,1,0,0,1
2443,GOLD,18,1,27918,1,1,1,AIR_DRAGON,1,6288,1,1,0,0,1,0,1
2444,GOLD,2,1,17689,0,0,0,,1,-11232,1,0,0,0,0,0,0
2445,GOLD,16,1,26674,0,1,1,FIRE_DRAGON,1,2820,1,2,1,0,0,1,1
2446,GOLD,7,0,22049,0,0,1,AIR_DRAGON,1,-3838,1,1,0,0,1,0,0
2447,GOLD,9,1,24370,1,1,1,FIRE_DRAGON,1,2154,1,1,1,0,0,0,1
2448,GOLD,19,1,30589,3,1,1,FIRE_DRAGON,1,8693,1,2,1,1,0,0,1
2449,GOLD,10,1,24331,1,1,0,,0,-1322,0,0,0,0,0,0,0
2450,GOLD,7,1,23365,1,0,1,,0,-568,0,0,0,0,0,0,0
2451,GOLD,9,1,21166,0,0,1,AIR_DRAGON,1,-8455,1,1,0,0,1,0,0
2452,GOLD,13,1,25443,1,1,1,FIRE_DRAGON,1,2355,1,1,1,0,0,0,1
2453,GOLD,7,1,24700,3,1,0,,1,6005,1,1,1,0,0,0,1
2454,GOLD,0,0,3779,0,0,0,,0,-570,0,0,0,0,0,0,0
2455,GOLD,12,1,25729,1,1,0,,0,74,0,1,0,1,0,0,1
2456,GOLD,8,1,22878,0,1,1,FIRE_DRAGON,0,1424,0,1,1,0,0,0,1
2457,GOLD,14,1,27866,2,1,1,AIR_DRAGON,1,6062,1,1,0,0,1,0,1
2458,GOLD,15,1,26436,1,1,0,,0,3629,0,0,0,0,0,0,0
2459,GOLD,17,0,28073,1,1,1,AIR_DRAGON,1,8986,1,2,0,0,1,1,1
2460,GOLD,10,1,25723,2,1,1,FIRE_DRAGON,1,5571,1,1,1,0,0,0,1
2461,GOLD,8,0,22238,0,0,0,,0,-5350,0,0,0,0,0,0,0
2462,GOLD,4,1,20587,0,0,0,,0,-6605,0,0,0,0,0,0,0
2463,GOLD,7,0,23807,1,1,1,EARTH_DRAGON,1,927,1,1,0,0,0,1,1
2464,GOLD,13,1,25655,1,1,0,,0,2243,0,0,0,0,0,0,0
2465,GOLD,17,0,27363,2,1,1,FIRE_DRAGON,1,6039,1,1,1,0,0,0,1
2466,GOLD,14,0,25984,1,1,0,,1,2452,1,0,0,0,0,0,1
2467,GOLD,13,1,26711,0,1,1,AIR_DRAGON,0,3883,0,1,0,0,1,0,1
2468,GOLD,9,1,23340,1,0,1,WATER_DRAGON,1,-5892,1,1,0,1,0,0,0
2469,GOLD,12,1,24477,0,0,0,,1,269,1,1,1,0,0,0,1
2470,GOLD,19,1,29833,2,1,1,FIRE_DRAGON,0,10381,0,1,1,0,0,0,1
2471,GOLD,11,0,22134,0,0,0,,0,-2794,0,0,0,0,0,0,0
2472,GOLD,19,1,29513,3,1,1,WATER_DRAGON,1,3921,1,1,0,1,0,0,1
2473,GOLD,16,1,26367,0,0,1,WATER_DRAGON,0,1499,0,1,0,1,0,0,1
2474,GOLD,6,0,20966,0,0,1,FIRE_DRAGON,0,-5219,0,1,1,0,0,0,0
2475,GOLD,8,1,23378,1,1,0,,1,-297,1,0,0,0,0,0,0
2476,GOLD,5,0,21855,0,0,1,,0,-3602,0,0,0,0,0,0,0
2477,GOLD,9,1,21429,0,0,0,,0,-4256,0,0,0,0,0,0,0
2478,GOLD,14,0,24694,0,0,0,,0,-867,0,0,0,0,0,0,0
2479,GOLD,11,1,24751,0,1,1,FIRE_DRAGON,1,3503,0,1,1,0,0,0,1
2480,GOLD,8,0,21758,0,0,0,,1,-2600,0,0,0,0,0,0,1
2481,GOLD,7,1,23344,1,1,0,,1,3025,1,0,0,0,0,0,1
2482,GOLD,5,0,21651,0,0,0,,1,-2343,1,0,0,0,0,0,0
2483,GOLD,5,0,22335,0,1,1,FIRE_DRAGON,1,2041,1,1,1,0,0,0,1
2484,GOLD,14,0,26772,2,1,1,WATER_DRAGON,1,6569,1,1,0,1,0,0,1
2485,GOLD,19,1,27995,1,1,0,,0,10691,0,1,0,0,1,0,1
2486,GOLD,13,1,25993,1,1,0,,1,5646,0,0,0,0,0,0,1
2487,GOLD,19,1,27863,1,1,1,WATER_DRAGON,1,164,1,1,0,1,0,0,1
2488,GOLD,8,1,25284,1,1,1,WATER_DRAGON,1,4455,1,2,0,1,0,1,1
2489,GOLD,10,0,21302,0,0,1,WATER_DRAGON,0,-8832,0,1,0,1,0,0,0
2490,GOLD,18,0,27850,1,1,1,FIRE_DRAGON,1,2943,1,1,1,0,0,0,1
2491,GOLD,21,1,29162,0,1,1,FIRE_DRAGON,0,4857,0,1,1,0,0,0,1
2492,GOLD,7,0,22570,0,1,0,,1,1679,1,0,0,0,0,0,0
2493,GOLD,10,0,22872,0,1,1,FIRE_DRAGON,1,-1057,0,1,1,0,0,0,1
2494,GOLD,10,0,23343,0,1,0,,0,1035,0,0,0,0,0,0,1
2495,GOLD,15,1,27377,1,1,1,EARTH_DRAGON,1,4190,1,2,0,0,1,1,1
2496,GOLD,10,0,22298,0,1,0,,1,-3718,1,0,0,0,0,0,0
2497,GOLD,10,0,24029,0,1,0,,1,-1969,1,1,0,0,1,0,1
2498,GOLD,17,0,29183,3,1,0,,1,247,1,1,0,1,0,0,1
2499,GOLD,18,1,27561,1,0,0,,1,3196,1,0,0,0,0,0,0
2500,GOLD,17,0,27775,2,1,1,FIRE_DRAGON,1,4406,1,2,1,0,0,1,1
2501,GOLD,10,1,24591,1,1,1,AIR_DRAGON,0,4352,0,1,0,0,1,0,1
2502,GOLD,11,1,22093,0,0,1,FIRE_DRAGON,0,-4481,0,2,1,0,1,0,0
2503,GOLD,18,1,26925,1,1,0,,1,4207,1,0,0,0,0,0,1
2504,GOLD,10,1,23273,0,1,1,EARTH_DRAGON,1,616,1,1,0,0,0,1,1
2505,GOLD,10,0,23431,0,0,0,,1,-1249,0,0,0,0,0,0,0
2506,GOLD,7,1,23051,0,1,1,AIR_DRAGON,0,1868,0,1,0,0,1,0,1
2507,GOLD,6,1,21502,0,0,0,,0,-2230,0,0,0,0,0,0,0
2508,GOLD,13,1,25413,1,1,0,,1,2291,1,0,0,0,0,0,0
2509,GOLD,16,1,28964,2,1,1,WATER_DRAGON,1,9180,1,1,0,1,0,0,1
2510,GOLD,11,0,22269,0,0,1,WATER_DRAGON,0,-2551,0,2,0,1,0,1,0
2511,GOLD,22,1,31184,3,1,0,,1,12339,0,0,0,0,0,0,1
2512,GOLD,7,1,23803,1,1,1,WATER_DRAGON,1,981,1,1,0,1,0,0,1
2513,GOLD,8,0,22615,0,0,0,,0,-1210,0,0,0,0,0,0,1
2514,GOLD,9,0,24065,0,0,1,EARTH_DRAGON,0,-3459,0,1,0,0,0,1,1
2515,GOLD,1,1,4873,0,0,0,,0,-214,0,0,0,0,0,0,0
2516,GOLD,18,1,29177,2,1,1,FIRE_DRAGON,0,5957,0,1,1,0,0,0,1
2517,GOLD,17,1,28040,1,1,0,,1,7967,1,1,0,0,0,1,1
2518,GOLD,8,0,19897,0,0,0,,0,-8608,0,0,0,0,0,0,0
2519,GOLD,14,1,27010,2,1,1,EARTH_DRAGON,1,4185,1,1,0,0,0,1,1
2520,GOLD,7,0,21342,0,0,0,,0,-4744,0,0,0,0,0,0,0
2521,GOLD,10,1,24601,0,1,0,,1,1356,1,0,0,0,0,0,1
2522,GOLD,7,1,23261,0,1,0,,1,3313,0,1,1,0,0,0,0
2523,GOLD,7,0,23233,0,0,0,,0,-2667,0,0,0,0,0,0,0
2524,GOLD,8,1,23271,0,0,0,,0,1139,0,0,0,0,0,0,0
2525,GOLD,13,1,27409,1,1,1,FIRE_DRAGON,1,5701,0,2,1,1,0,0,1
2526,GOLD,13,0,24920,0,0,0,,0,-2460,0,0,0,0,0,0,0
2527,GOLD,7,1,20226,0,0,0,,0,-6196,0,0,0,0,0,0,0
2528,GOLD,9,1,23383,0,0,1,WATER_DRAGON,1,2920,1,1,0,1,0,0,1
2529,GOLD,6,0,22769,0,0,1,WATER_DRAGON,0,-552,0,1,0,1,0,0,0
2530,GOLD,8,0,21712,0,0,0,,0,-4159,0,0,0,0,0,0,0
2531,GOLD,6,0,20941,0,1,1,FIRE_DRAGON,0,236,0,1,1,0,0,0,1
2532,GOLD,11,0,24319,0,0,1,FIRE_DRAGON,0,-4362,0,1,1,0,0,0,0
